Bio,Label,Year,Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Naveen Rao is the cofounder and CEO of Nervana, a deep learning platform startup. He has a diverse background in both synthetic and biological computation, spanning microprocessor architecture, signal processing and neuroscience. After undergraduate training in electrical engineering and computer science at Duke, Rao spent the next 10 years designing processors and specialized chips at Sun Microsystems and a variety of startups, doing wireless DSP, networking, and video compression. In 2007, to better understand biological computation, Rao pursued a PhD in neural computation and neural prosthetics at Brown University. Nervana is a culmination of this experience, bringing together computer engineering and biological inspiration to build smarter machines.",M,2016,Naveen Rao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Claire Tomlin is the Charles A. Desoer Professor of Engineering in EECS at Berkeley. She was an assistant, associate, and full professor in aeronautics and astronautics at Stanford University from 1998 to 2007, and in 2005 joined the University of California, Berkeley. Tomlin works in the area of control theory and hybrid systems, with applications to air traffic management, UAV systems, energy, robotics, and systems biology. She is a MacArthur Foundation Fellow (2006) and an IEEE Fellow (2010).",F,2016,Claire Tomlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"J. A. (Drew) Bagnell is an associate professor at Carnegie Mellon University's Robotics Institute, National Robotics Engineering Center and Machine Learning Department. His interests in artificial intelligence range from algorithmic and basic theoretical development to delivering fielded learning-based systems. Bagnell directs the Learning, AI, and Robotics Laboratory (LAIRLab) within the Robotics Institute. He also serves as the director of the Robotics Institute Summer Scholars program, a summer research experience in robotics for undergraduates throughout the world. Bagnell and his groups have received research awards in both the robotics and machine learning communities including at the International Conference on Machine Learning, Robotics Science and Systems, and International Conference on Robotics and Automation. His current projects focus on machine learning for dexterous manipulation, decision making under uncertainty, ground and aerial vehicle control, robot perception and computer vision. Prior to joining the faculty, Bagnell received his doctorate as an NSF Graduate Fellow at Carnegie Mellon in 2004 and completed undergraduate studies with highest honors in electrical engineering at the University of Florida.",M,2015,J. A. (Drew) Bagnell ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oren Etzioni is CEO of the Allen Institute for Artificial Intelligence, and a professor at the University of Washington's Computer Science dDepartment. He has received the Robert Engelmore Memorial Award (2007), the IJCAI Distinguished Paper Award (2005), AAAI Fellow (2003), and a National Young Investigator Award (1993). He was also the founder of several companies including Farecast (sold to Microsoft in 2008) and Decide (sold to eBay in 2013), and is the author of more than 100 technical papers that have garnered roughly 22,000 citations. Etzioni received his Ph.D. from Carnegie Mellon University in 1991, and his BA from Harvard in 1986.",M,2015,Oren Etzioni ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Geoffrey Hinton received his PhD in artificial intelligence from Edinburgh in 1978. He spent five years at Carnegie-Mellon. In 1987 he moved to the Department of Computer Science at the University of Toronto. Since 2013, he has been splitting his time between the University of Toronto and Google. He was one of the researchers who introduced the back-propagation algorithm. His other contributions to neural network research include Boltzmann machines, distributed representations, time-delay neural nets, mixtures of experts, variational learning, products of experts and deep belief nets. His students used deep learning to change the way in which speech recognition and object recognition are done.",M,2015,Geoffrey Hinton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rayid Ghani is the director of the Center for Data Science and Public Policy at the University of Chicago. He is also the cofounder of Edgeflip, an analytics and social media startup that is focused on helping nonprofits and social causes. Previously, Ghani was the chief scientist for the Obama 2012 election campaign focusing on analytics, data, and technology. Ghani is focused on education, research, and developing approaches to use data and analytics for social causes, both with Edgeflip and the University of Chicago.He created and runs the Eric and Wendy Schmidt Data Science for Social Good Summer Fellowship, which brings together aspiring data scientists to work on data science projects in partnership with governments and nonprofits.",M,2015,Rayid Ghani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lise Getoor is a professor in the Computer Science Department at the University of California, Santa Cruz. Her research areas include machine learning and reasoning under uncertainty, with an emphasis on graph and network data. She is a AAAI Fellow, serves on the Computing Research Association and International Machine Learning Society boards, was cochair of ICML 2011, is a recipient of an NSF Career Award and eight best paper and best student paper awards. She received her PhD from Stanford University, her MS from the University of California, Berkeley, and her BS from the University of California, Santa Barbara, and was a professor at the University of Maryland, College Park from 2001–2013.",F,2015,Lise Getoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Michael Bowling is a professor of computing science at the University of Alberta. His research focuses on artificial intelligence, machine learning, and game theory; and he is particularly fascinated by the problem of how computers can learn to play games through experience. Bowling is the leader of the Computer Poker Research Group, which has built some of the strongest poker playing programs in the world. In 2008, one of these programs, Polaris, defeated a team of top professional poker players in two-player, limit Texas Hold'em, becoming the first program to defeat poker pros in a meaningful competition. His research has been featured on the television programs Scientific American Frontiers, National Geographic Today, and Discovery Channel Canada; in the New York Times and Wired; and twice in exhibits at the Smithsonian Museums in Washington, D.C.",M,2015,Michael Bowling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kristin P. Bennett is a professor in the Mathematical Sciences and Computer Science Departments at Rensselaer Polytechnic Institute. As an active member of the machine learning, data mining, and operations research communities, she has served as present or past associate or guest editor for ACM Transactions on Knowledge Discovery from Data, SIAM Journal on Optimization, Naval Research Logistics, Machine Learning Journal, IEEE Transactions on Neural Networks, and Journal on Machine Learning Research. She served as program chair of the Eleventh ACM SIGKDD International Conference on Knowledge Discovery and Data Mining. She has a Ph.D. in computer sciences from the University of Wisconsin-Madison. She has been researching mathematical-programming approaches to machine learning and their applications to problems in chemistry, biology, epidemiology, engineering, and business since 1989. She founded and directs the ""TB-Insight"" project which uses molecular epidemiology to help track and control tuberculosis.",F,2013,Kristin P. Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maja Mataric is a professor and Chan Soon-Shiong chair of computer science, neuroscience, and pediatrics at the University of Southern California, founding director of the USC Center for Robotics and Embedded Systems, codirector of the USC Robotics Research Lab and vice dean for Research in the USC Viterbi School of Engineering. She received her MS and PhD in computer science and AI from the Massachusetts Institute of Technolgy and her BS in computer science from the University of Kansas. She is a Fellow of AAAS and IEEE, and recipient of the Presidential Awards for Excellence in Science, Mathematics and Engineering Mentoring, the Anita Borg Institute Women of Vision Award for Innovation, Okawa Foundation Award, NSF Career Award, the MIT TR35 Innovation Award, and the IEEE Robotics and Automation Society Early Career Award. Mataric is an associate editor of three major journals, has published extensively, and served on the NSF CISE Advisory Committee, among other advisory boards. She is actively involved in K-12 educational outreach to engage student interest in science, technology, engineering, and math (STEM) topics. Her research into socially assistive robotics aims to endow robots with the ability to help people through individual noncontact assistance in convalescence, rehabilitation, training, and education, with applications for children with autism spectrum disorders, survivors of stroke and traumatic brain injury, and individuals with Alzheimer's Disease and other forms of dementia.",F,2013,Maja Mataric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuomas Sandholm is a professor at Carnegie Mellon University in the Computer Science Department, Machine Learning Department, and the CMU/UPitt joint Ph.D. program in computational biology. He has published over 450 papers on market design, game theory, search and integer programming, auctions and exchanges, automated negotiation and contracting, coalition formation, voting, safe exchange, normative models of bounded rationality, resource-bounded reasoning, and machine learning. In parallel with his academic career, he was founder, chairman, and CTO/chief scientist of CombineNet, Inc. from 1997 until its acquisition in 2010; during this period the company commercialized 800 of the world's largest-scale generalized combinatorial auctions, totaling over $60 billion. Sandholm's algorithms also run the US-wide UNOS kidney exchange. He is the founder and CEO of Optimized Markets, Inc., a startup that is bringing a new paradigm to advertising sales and scheduling. Among his many honors are the NSF Career Award, inaugural ACM Autonomous Agents Research Award, Sloan Fellowship, Carnegie Science Center Award for Excellence, and Computers and Thought Award. He is a Fellow of the ACM and AAAI.",M,2013,Tuomas Sandholm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Larry Birnbaum is an associate professor of electrical engineering and computer science, and of journalism, at Northwestern University, as well as a founder and chief scientific advisor of Narrative Science Inc. At Northwestern, Birnbaum is cocirector of the Intelligent Information Lab, and a founder of the Knight Lab, an interdisciplinary center for innovation in technology, media, and journalism. He formerly served as chair of the Computer Science Department. At Narrative Science, Birnbaum focuses on technology and IP. He received his BS and PhD degrees from Yale, and was on the faculty there before joining Northwestern.",M,2013,Larry Birnbaum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jussi Taipale earned his Ph.D. from the University of Helsinki in 1996. He initially continued his postdoctoral work at the University of Helsinki and later at Johns Hopkins University (Baltimore, MD, USA). Since 2003, he has headed an independent research laboratory focusing on systems biology of growth control and cancer. He has published 63 articles of which thirteen are in the most prestigious scientific journals (Nature, Science, Cell), won numerous awards and grants (e.g., Anders Jahre Prize for Young Researchers, EMBO Young Investigator, ERC Advanced Grant), and is internationally recognized as a leader in the field of genomics and systems biology. The Taipale group’s main expertise is on high-throughput screening using cDNA (Varjosalo et al. Cell 2008) and RNA interference (Björklund et al. Nature 2006), and computational and experimental methods to identify causative regulatory mutations in non-protein coding DNA and to analyze genetic networks (see Jolma et al., Cell 2013; Yan et al., Cell 2013). In addition, Taipale group has extensive expertise on mouse models of gene and regulatory region function (see Dumont et al., Science 1998; Ma et al., Cell 2002; Hallikas et al. Cell 2006; Sur et al., Science 2012).",M,2013,Jussi Taipale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
